Name, Website Name, Price 
Samsung Galaxy W,  Samsung Galaxy Wide 4,38000
OPPO A7x,  Oppo A7x,38000
Lenovo A6 Note,  Lenovo A6 Note,38000
LG Stylo 4,  LG Stylo 4,38000
Huawei Honor 8X Max,  Huawei Honor 8X Max,38300
Huawei Honor 9X, Huawei Honor 9x,38300
Huawei Honor 8X,  Huawei Honor 8X Max,38300
Xiaomi Poco X3 NFC, Xiaomi Poco X3 NFC,38799
Samsung Galaxy A30s,  Samsung Galaxy A30s 128GB,38999
Samsung Galaxy A30,  Samsung Galaxy A30s 128GB,38999
LG G5,  LG G5,38999
Huawei Nova 5,  Huawei Nova 5z,38999
Huawei Honor V8,  Huawei Honor V8,39000
BlackBerry DTEK60,  BlackBerry DTEK60,39399
LG Stylo 3,  LG Stylo 3 Plus,39600
LG Stylo 3 Plus,  LG Stylo 3 Plus,39600
OPPO F1 Plus,  Oppo F1 Plus,39900
Xiaomi Redmi Note 10,  Xiaomi Redmi Note 10S 8GB,39999
Xiaomi Redmi K40,  Xiaomi Redmi K40 Gaming,39999
Xiaomi Redmi,  Xiaomi Redmi Note 10S 8GB,39999
Vivo V15,  Vivo V15,39999
Vivo S1 Pro,  Vivo S1 Pro,39999
Vivo Y51A,  Vivo Y51a,39999
Tecno Camon 16 Premier,  Tecno Camon 16 Premier,39999
Sony Xperia Z5 Dual,  Sony Xperia Z5 Dual,39999
Samsung Galaxy A3,  Samsung Galaxy A32,39999
Samsung Galaxy A32,  Samsung Galaxy A32,39999
Realme 3 Pro,  Realme 3 Pro 6GB,39999
Realme 3,  Realme 3 Pro 6GB,39999
OPPO A74,  Oppo A74,39999
OPPO F11,  Oppo F11,39999
OPPO K1,  OPPO K1,39999
LG G8 ThinQ,  LG G8 ThinQ Android 10,39999
Huawei P30,  Huawei P30 Lite,39999
Huawei P Smart 2019,  Huawei P Smart 2019,39999
Huawei P30 Lite,  Huawei P30 Lite,39999
Vivo V19,  Vivo V19 Neo,40000
LG Q9,  LG Q92,40000
Huawei Ascend P7,  Huawei Ascend P7,40990
Realme 5 Pro,  Realme 5 Pro 8GB,40999
OnePlus 5T,  OnePlus 5T,40999
Samsung Galaxy A6s,  Samsung Galaxy A6s,41000
OPPO A77,  Oppo A77,41000
OPPO R9 Plus,  Oppo R9 Plus,41000
OPPO R9,  Oppo R9 Plus,41000
HTC One M9+,  HTC One M9+,41000
LG V10,  LG V10,41500
LG G Pro 2,  LG G Pro 2,41500
Samsung Galaxy C9 Pro,  Samsung Galaxy C9 Pro,41749
Vivo V20 SE,  Vivo V20 SE,41999
Sony Xperia Z5 Compact,  Sony Xperia Z5 Compact,41999
Sony Xperia Z5,  Sony Xperia Z5 Compact,41999
Samsung Galaxy A5 (2017),  Samsung Galaxy A5 (2017),41999
Realme 6,  Realme 6 8GB,41999
Huawei Mate 8,  Huawei Mate 8,41999
Huawei nova 7i,  Huawei Nova 7i,41999
Samsung Galaxy A40,  Samsung Galaxy A40e,42000
Motorola Moto G6,  Motorola Moto G6 Plus,42000
Motorola Moto G,  Motorola Moto G6 Plus,42000
Samsung Galaxy A32 5G, Samsung Galaxy A32,42399
OnePlus 3T,  OnePlus 3T,42945
Samsung Galaxy XCover 4s,  Samsung Galaxy Xcover 4s,42999
Samsung Galaxy Note 4 Duos,  Samsung Galaxy Note 4 Duos,42999
Samsung Galaxy Note 4,  Samsung Galaxy Note 4 (USA),42999
Huawei nova 4,  Huawei Nova 4e,42999
Huawei Nova 4,  Huawei Nova 4e,42999
Huawei Nova 4e,  Huawei Nova 4e,42999
LG G Vista 2,  LG G Vista 2,43500
Motorola Moto Z Play,  Motorola Moto Z Play,43900
Xiaomi Mi 11 Lite,  Xiaomi Mi 11 Lite,43999
OPPO A91,  Oppo A91,43999
Huawei P smart 2021,  Huawei P Smart 2021,43999
Huawei P Smart,  Huawei P Smart 2021,43999
Huawei Y9,  Huawei Y9a,43999
Huawei P smart,  Huawei P Smart 2021,43999
Huawei Y9a,  Huawei Y9a,43999
BlackBerry Priv,  BlackBerry Priv,44000
Sony Xperia Z5 Premium,  Sony Xperia Z5 Premium,44499
Huawei Mate S,  Huawei Mate S,44949
OPPO F17 Pro,  Oppo F17 Pro,44999
Samsung Galaxy A9 Star,  Samsung Galaxy A9 Star Lite,45000
Samsung Galaxy A8s,  Samsung Galaxy A8s Lite,45000
LG Stylus 2,  LG Stylus 2 Plus,45000
LG Stylus 2 Plus,  LG Stylus 2 Plus,45000
OPPO Reno 3A, Oppo Reno 3,45900
OPPO R17,  Oppo R17 Neo,46000
OPPO R17 Neo,  Oppo R17 Neo,46000
Realme 2,  Realme 2 Pro,46999
OPPO R15x,  Oppo R15x,47000
Samsung Galaxy Note Edge,  Samsung Galaxy Note Edge,47249
Asus ZenFone 5,  Asus Zenfone 5 ZE620KL,47500
Asus Zenfone 5,  Asus Zenfone 5 ZE620KL,47500
Samsung Galaxy C5,  Samsung Galaxy C5 Pro,47599
Samsung Galaxy C5 Pro,  Samsung Galaxy C5 Pro,47599
Sony Xperia X Compact,  Sony Xperia X Compact,47700
HTC One M9,  HTC One M9,47900
Xiaomi Poco X3,  Xiaomi Poco X3 Pro 8GB,47999
Xiaomi Redmi Note 10 Pro,  Xiaomi Redmi Note 10 Pro 8GB,47999
Xiaomi Poco X3 Pro,  Xiaomi Poco X3 Pro 8GB,47999
Samsung Galaxy M31s,  Samsung Galaxy M31s,47999
Samsung Galaxy M31,  Samsung Galaxy M31s,47999
Realme 8,  Realme 8 pro,47999
Realme 8 Pro,  Realme 8 pro,47999
Vivo X27,  Vivo X27 Pro,48000
OnePlus Nord N10 5G, OnePlus Nord N10 5G,48599
OPPO A93,  Oppo A93s 5G,48880
Sony Xperia X Performance,  Sony Xperia X Performance,48999
Sony Xperia XA,  Sony Xperia XA2 Ultra,48999
Sony Xperia XA2,  Sony Xperia XA2 Ultra,48999
Sony Xperia X,  Sony Xperia XA2 Ultra,48999
Sony Xperia XA2 Ultra,  Sony Xperia XA2 Ultra,48999
Samsung Galaxy A41,  Samsung Galaxy A41,48999
Samsung Galaxy A50,  Samsung Galaxy A50,48999
Asus ZENFONE 4 ZE554KL,  Asus Zenfone 4 ZE554KL,49000
Alcatel Idol 4,  Alcatel Idol 4s,49500
Xiaomi Mi 10T Lite,  Xiaomi Mi 10T Lite,49999
Samsung Galaxy M30,  Samsung Galaxy M30s,49999
Samsung Galaxy A7 (2018),  Samsung Galaxy A7 (2018),49999
Samsung Galaxy M30s,  Samsung Galaxy M30s,49999
Realme 6 Pro,  Realme 6 pro,49999
Realme 7 Pro,  Realme 7 Pro,49999
Realme XT,  Realme XT,49999
OPPO F9 Pro,  Oppo F9 Pro,49999
OPPO F9,  Oppo F9 Pro,49999
OPPO F19 Pro,  Oppo F19 Pro,49999
OPPO F19,  Oppo F19 Pro,49999
LG V30s Thinq,  LG V30S ThinQ,49999
Huawei P Smart Z,  Huawei P Smart Z,49999
HTC Desire 19+,  HTC Desire 19+,49999
Sony Xperia XZ3,  Sony Xperia XZ3 Premium,50000
Huawei P Smart S,  Huawei P Smart S,50000
HTC One E8,  HTC One E8,50000
Samsung Galaxy Tab A 10.5,  Samsung Galaxy Tab A 10.5,50600
Huawei P8 Max,  Huawei P8 Max,50999
Lenovo Vibe Z2,  Lenovo Vibe Z2,51000
Sony Xperia XZs,  Sony Xperia XZs,51500
HTC 10,  HTC 10,51500
Vivo V20 2021,  Vivo V20 2021,51599
OPPO R7s,  Oppo R7s Plus,51750
HTC One A9,  HTC One A9,51999
BlackBerry Blackberry Motion, BlackBerry Motion,52249
LG Optimus G,  LG Optimus G,52800
OPPO A72,  Oppo A72,53000
BlackBerry KEY2 LE,  BlackBerry KEY2 LE,53300
BlackBerry KEY2,  BlackBerry KEY2 LE,53300
Samsung Galaxy S7 Edge,  Samsung Galaxy S7 Edge,53499
Huawei Honor 6A,  Huawei Honor 6A,53700
Huawei Nova 2 Plus,  Huawei Nova 2 Plus,53700
Huawei Honor 6,  Huawei Honor 6A,53700
Xiaomi Black Shark 2,  Xiaomi Black Shark 2,53999
Vivo V11 Pro,  Vivo V11 Pro,53999
LG Q8,  LG Q8,53999
Huawei Mate 9,  Huawei Mate 9,54449
Vivo X21,  Vivo X21S,54500
Vivo V17,  Vivo V17,54999
Vivo V20,  Vivo V20,54999
Samsung Galaxy A51,  Samsung Galaxy A51 8GB,54999
Samsung Galaxy A5,  Samsung Galaxy A51 8GB,54999
OPPO F11 Pro,  Oppo F11 Pro,54999
Samsung Galaxy A60,  Samsung Galaxy A60s,55000
Samsung Galaxy A6,  Samsung Galaxy A60s,55000
Huawei Honor Play,  Huawei Honor Play 4T,55000
OPPO Reno 5G, Oppo Reno 5,55099
BlackBerry Keyone,  BlackBerry Keyone,55490
LG G6,  LG G6,55900
OPPO Reno Z,  Oppo Reno Z,55999
OPPO Reno,  Oppo Reno 5,55999
Samsung Galaxy A42 5G,  Samsung Galaxy A42 5G,56000
Samsung Galaxy A50s,  Samsung Galaxy A50s,56999
Samsung Galaxy S8,  Samsung Galaxy S8 Plus,57499
HTC Butterfly 3,  HTC Butterfly 3,57500
Samsung Galaxy A52 5G, Samsung Galaxy A52,57799
Samsung Galaxy A52 4G, Samsung Galaxy A52,57799
Samsung Galaxy A8 Star,  Samsung Galaxy A8 Star,58099
OPPO R11,  Oppo R11 Plus,58500
Xiaomi Mi 10T Pro 5G, Xiaomi Mi 10T,58799
Xiaomi Mi 10T 5G, Xiaomi Mi 10T,58799
Huawei P9 Plus,  Huawei P9 Plus,58899
Huawei Honor 8 Pro,  Huawei Honor 8 Pro,59800
Vivo V15 Pro,  Vivo V15 Pro,59999
Samsung Galaxy A70,  Samsung Galaxy A70,59999
Meizu Pro 7,  Meizu Pro 7 Plus,59999
Samsung Galaxy A51 5G,  Samsung Galaxy A51 5G,60000
OPPO R9s,  Oppo R9s Plus,60000
OPPO R9s Plus,  Oppo R9s Plus,60000
Samsung Galaxy Note 5 Duos,  Samsung Galaxy Note 5 Duos,60999
Samsung Galaxy Note 5,  Samsung Galaxy Note 5 Duos,60999
Samsung Galaxy M40,  Samsung Galaxy M40s,60999
Motorola Moto Z2 Play,  Motorola Moto Z2 Play,61400
Huawei Honor Note 10,  Huawei Honor Note 10,61400
OPPO K5,  Oppo K5s,61600
Samsung Galaxy M51,  Samsung Galaxy M51,61999
LG G8S ThinQ,  LG G8S ThinQ,61999
LG K41S,  LG K41s,62000
Sony Xperia XZ1 Compact,  Sony Xperia XZ1 Compact,62400
Sony Xperia XZ1,  Sony Xperia XZ1,63999
Sony Xperia XZ,  Sony Xperia XZ1,63999
Samsung Galaxy M62,  Samsung Galaxy M62,64999
Samsung Galaxy J7 Top,  Samsung Galaxy J7 Top,65000
Xiaomi Poco F3,  Xiaomi Poco F3 8GB,65999
OPPO R15,  OPPO R15 PLUS,65999
HTC Droid DNA,  HTC Droid DNA,66899
Vivo V17 Pro,  vivo V17 Pro,66999
OPPO F15,  Oppo F15 Pro,67000
Sony Xperia 10 Plus,  Sony Xperia 10 Plus,67999
Samsung Galaxy A71,  Samsung Galaxy A71,67999
LG Q7,  LG Q70,67999
Samsung Galaxy Tab S5e,  Samsung Galaxy Tab S5e,69000
OPPO A92,  Oppo A92s 5G,69000
TCL 10 pro,  TCL 10 Pro,69999
Samsung Galaxy A70s,  Samsung Galaxy A70s,69999
LG Velvet,  LG Velvet,69999
Huawei Nova 5i Pro,  Huawei nova 5i Pro,69999
Xiaomi Redmi Note 2,  Xiaomi Redmi Note 20 Pro,70000
Xiaomi Mi Mix 2,  Xiaomi Mi Mix 2S,70000
Huawei Mate 20 lite,  Huawei Mate 20 Lite,70000
Huawei Mate 20 Lite,  Huawei Mate 20 Lite,70000
Huawei Mate 9 Pro,  Huawei Mate 9 Pro,70999
LG K51,  LG K51s,71000
Sony Xperia XZ Premium,  Sony Xperia XZ Premium,71999
Huawei P10,  Huawei P10 Plus,71999
Huawei P10 Plus,  Huawei P10 Plus,71999
Vivo Y50,  Vivo Y50s,75000
Vivo X23,  Vivo X23,75900
Sharp AQUOS R,  Sharp Aquos R5G,77999
OPPO Reno3,  Oppo Reno3 Vitality,77999
Samsung Galaxy Tab,  Samsung Galaxy Tab S6 Lite,78000
Samsung Galaxy Tab S6,  Samsung Galaxy Tab S6 Lite,78000
Samsung Galaxy A9 Pro,  Samsung Galaxy A9 Pro 2019,78000
Samsung Galaxy Tab S6 Lite,  Samsung Galaxy Tab S6 Lite,78000
Sharp AQUOS R2,  Sharp Aquos R2 compact,79999
Sharp Aquos R2,  Sharp Aquos R2 compact,79999
Sharp AQUOS R2 compact,  Sharp Aquos R2 compact,79999
Samsung Galaxy A9 2018,  Samsung Galaxy A9 2018,79999
Realme X3,  Realme X3 Super Zoom,79999
OnePlus 7T,  OnePlus 7T,79999
OPPO R17 Pro,  Oppo R17 Pro,79999
OPPO Reno Ace,  Oppo Reno Ace 2,80000
HTC U11,  HTC U11 Plus,80799
Samsung Galaxy A9,  Samsung Galaxy A90,80999
LG V30,  LG V30 Plus,80999
Sony Xperia 8,  Sony Xperia 8,81999
OnePlus 7T Pro,  OnePlus 7T Pro,82500
Huawei Mate 10 Pro,  Huawei Mate 10 Pro,82990
Vivo X20 Plus,  Vivo X20 Plus UD,83500
LG G7 ThinQ,  LG G7 ThinQ,83700
Samsung Galaxy Note 7,  Samsung Galaxy Note 7,84999
Samsung Galaxy A7,  Samsung Galaxy A72 256GB,84999
Samsung Galaxy A72,  Samsung Galaxy A72 256GB,84999
Asus Zenfone 6,  Asus Zenfone 6,84999
Samsung Galaxy A71 5G,  Samsung Galaxy A71 5G,85000
Samsung Galaxy Xcover Pro,  Samsung Galaxy Xcover Pro,86999
Xiaomi Black Shark,  Xiaomi Black Shark 4,89000
Samsung Galaxy S8 Active,  Samsung Galaxy S8 Active,89500
Asus ROG Phone II,  Asus ROG Phone II ZS660KL,91000
HTC U11+,  HTC U11+,92999
OnePlus Nord,  OnePlus Nord 12GB,94999
Motorola Moto Z2 Force,  Motorola Moto Z2 Force,97600
Samsung Galaxy A8,  Samsung Galaxy A82,97999
Huawei Nova,  Huawei Nova 8 Pro,97999
Samsung Galaxy S10+,  Samsung Galaxy S10+ Plus,99000
Samsung Galaxy Note,  Samsung Galaxy Note 10 Lite,99999
Huawei P20 Pro,  Huawei P20 Pro,99999
Huawei P20,  Huawei P20 Pro,99999
Samsung Galaxy A80,  Samsung Galaxy A80s,100000
Asus ROG Phone 3,  Asus ROG Phone 3,103999
Vivo NEX Dual Display,  Vivo NEX Dual Display,105999
Samsung Galaxy Tab S4,  Samsung Galaxy Tab S4 10.5,107400
Samsung Galaxy A90 5G,  Samsung Galaxy A90 5G,109999
OnePlus 6T,  OnePlus 6T McLaren,109999
OPPO Reno 10x Zoom,  Oppo Reno 10x zoom,109999
Asus ROG Phone 5,  Asus ROG Phone 5,109999
Asus ROG Phone,  Asus ROG Phone 5,109999
Samsung Galaxy S9,  Samsung Galaxy S9 Plus (Burgundy Red),110000
Samsung Galaxy S20 FE 5G, Samsung Galaxy S20 FE,112000
HTC U12 Plus,  HTC U12 Plus,112999
Samsung Galaxy S10,  Samsung Galaxy S10 Lite,113999
Samsung Galaxy S10 Lite,  Samsung Galaxy S10 Lite,113999
Vivo X50 Pro,  Vivo X50 Pro Plus,118999
OnePlus 8T,  OnePlus 8T 12GB,118999
Samsung Galaxy S20,  Samsung Galaxy S20 FE,119999
Samsung Galaxy S20 FE,  Samsung Galaxy S20 FE,119999
Huawei Mate 20,  Huawei Mate 20 Pro,119999
Huawei Mate 20 Pro,  Huawei Mate 20 Pro,119999
OnePlus 7 Pro 5G,  OnePlus 7 Pro 5G,120000
LG V35 ThinQ,  LG V35 ThinQ,121000
Samsung Galaxy S10e,  Samsung Galaxy S10E,123999
Vivo X60 Pro,  Vivo X60 Pro,129999
OnePlus 9,  OnePlus 9,134999
OnePlus 7T Pro 5G McLaren,  OnePlus 7T Pro 5G McLaren,134999
Samsung Galaxy S21 5G, Samsung Galaxy S21,136999
Samsung Galaxy S21+ 5G, Samsung Galaxy S21,136999
Sony Xperia XZ2,  Sony Xperia XZ2 Premium,137000
Sony Xperia XZ2 Premium,  Sony Xperia XZ2 Premium,137000
ZTE nubia Red Magic 5G,  ZTE nubia Red Magic 5G,139999
Huawei P30 Pro,  Huawei P30 Pro New Edition,140000
Huawei Mate 9 Porsche Design,  Huawei Mate 9 Porsche Design,142449
Xiaomi Mi 11 Ultra,  Xiaomi Mi 11 Ultra,149999
Huawei Mate 40 Pro,  Huawei Mate 40 Pro,150400
Samsung Galaxy S20 Ultra,  Samsung Galaxy S20 Ultra 5G,154499
Samsung Galaxy S20 Ultra 5G,  Samsung Galaxy S20 Ultra 5G,154499
Samsung Galaxy S20+, Samsung Galaxy S20,155999
Samsung Galaxy S20 5G, Samsung Galaxy S20,155999
Samsung Galaxy S20+ 5G, Samsung Galaxy S20,155999
Xiaomi Black Shark 3,  Xiaomi Black Shark 3s,156000
Huawei P30 Pro Premium Edition, Huawei P30 Pro,157599
Samsung Galaxy Fold,  Samsung Galaxy Fold Lite,160000
Samsung Galaxy Note 2,  Samsung Galaxy Note 20,174599
Xiaomi Mi 10 Ultra,  Xiaomi Mi 10 Ultra,175999
Samsung Galaxy Note 20 Ultra 5G, Samsung Galaxy Note 20,179999
Samsung Galaxy Z Flip,  Samsung Galaxy Z Flip,184999
OPPO Find X,  Oppo Find X3 Pro,185999
OPPO Find X3 Pro,  Oppo Find X3 Pro,185999
Huawei Mate 30 Pro 5G,  Huawei Mate 30 Pro 5G,194999
Huawei Mate 30 Pro,  Huawei Mate 30 Pro 5G,194999
Huawei P40 Pro,  Huawei P40 Pro Plus,199999
Sony Xperia 1,  Sony Xperia 1 III,200700
Sony Xperia 1 II,  Sony Xperia 1 III,200700
Samsung Galaxy S21 Ultra 5G, Samsung Galaxy S21 Ultra,205999
Sony Xperia 10,  Sony Xperia 10.1 Plus,220000
Samsung Galaxy Folder2, Samsung Galaxy Fold,339999
Xiaomi Mi Mix,  Xiaomi Mi Mix Alpha,405000
LG Stylo,  LG Stylo 7,  Coming Soon
ZTE Nubia Z17 Lite,  ZTE nubia Z17 lite,  NA
ZTE BLADE A6,  ZTE Blade A601,  NA
ZTE Grand X view 2,  ZTE Grand X View 2,  NA
ZTE Blade Z Max,  ZTE Blade Z Max,  NA
Xiaomi Redmi 2,  Xiaomi Redmi 2 Prime,  NA
Xiaomi Redmi 1S,  Xiaomi Redmi 1S,  NA
Xiaomi Redmi 3,  Xiaomi Redmi 3x,  NA
Vodafone Smart ultra 7,  Vodafone Smart ultra 7,  NA
Vodafone Smart E8,  Vodafone Smart E8,  NA
Vodafone Smart Platinum 7,  Vodafone Smart Platinum 7,  NA
Sony Xperia Z1,  Sony Xperia Z1s,  NA
Sony Xperia M2 Aqua,  Sony Xperia M2 Aqua,  NA
Sony Xperia Z3+,  Sony Xperia Z3+ Dual,  NA
Sony Xperia E3,  Sony Xperia E3,  NA
Sony Xperia 5,  Sony Xperia 5 Plus,  NA
Sony Xperia Z2,  Sony Xperia Z2a,  NA
Sony Xperia E5,  Sony Xperia E5,  NA
Sony Xperia ZR,  Sony Xperia ZR,  NA
Sony Xperia M2,  Sony Xperia M2 Aqua,  NA
Sony Xperia SP,  Sony Xperia SP,  NA
Sony Xperia Z3,  Sony Xperia Z3+ Dual,  NA
Sony Xperia Z Ultra,  Sony Xperia Z Ultra,  NA
Sony Xperia Z3 Compact,  Sony Xperia Z3 Compact,  NA
Sony Xperia T2 Ultra,  Sony Xperia T2 Ultra,  NA
Sony Xperia C3,  Sony Xperia C3 Dual,  NA
Sony Xperia M4 Aqua,  Sony Xperia M4 Aqua,  NA
Sony Xperia Z1 Compact,  Sony Xperia Z1 Compact,  NA
Samsung Galaxy S5 Active,  Samsung Galaxy S5 Active,  NA
Samsung Galaxy Note 10.1,  Samsung Galaxy Note 10.1 N8010,  NA
Samsung Galaxy S4,  Samsung Galaxy S4 Active LTE-A,  NA
Samsung Galaxy S6 Active,  Samsung Galaxy S6 active,  NA
Samsung Galaxy Mega 5.8,  Samsung Galaxy Mega 5.8 I9150,  NA
Samsung Galaxy S5 mini,  Samsung Galaxy S5 mini Duos,  NA
Samsung Galaxy Grand Neo,  Samsung Galaxy Grand Neo,  NA
Samsung Galaxy J2 (2016),  Samsung Galaxy J2 (2016),  NA
Samsung Galaxy A7 Duos,  Samsung Galaxy A7 Duos,  NA
Samsung Galaxy J7 V,  Samsung Galaxy J7 V,  NA
Samsung Galaxy S6,  Samsung Galaxy S6 edge (USA),  NA
Samsung Galaxy Mega 2,  Samsung Galaxy Mega 2,  NA
Samsung Galaxy Trend II Duos,  Samsung Galaxy Trend II Duos S7572,  NA
Samsung Galaxy S6 Edge,  Samsung Galaxy S6 edge (USA),  NA
Samsung Galaxy Grand Max,  Samsung Galaxy Grand Max,  NA
Samsung Galaxy S5,  Samsung Galaxy S5 LTE-A G906S,  NA
Samsung Galaxy Note 3 Neo,  Samsung Galaxy Note 3 Neo,  NA
Samsung Galaxy Xcover 3,  Samsung Galaxy Xcover 3 G389F,  NA
Samsung Galaxy S5 Mini,  Samsung Galaxy S5 mini Duos,  NA
Samsung Galaxy Core Prime,  Samsung Galaxy Core Prime,  NA
Samsung Galaxy S5 LTE-A,  Samsung Galaxy S5 LTE-A G906S,  NA
Samsung Galaxy S5 Duos,  Samsung Galaxy S5 Duos,  NA
Samsung Galaxy Light,  Samsung Galaxy Light,  NA
Samsung Galaxy S7,  Samsung Galaxy S7 mini,  NA
Samsung Galaxy Core LTE,  Samsung Galaxy Core LTE G386W,  NA
Samsung Galaxy Trend,  Samsung Galaxy Trend II Duos S7572,  NA
Samsung Galaxy Alpha,  Samsung Galaxy Alpha (S801),  NA
Samsung Galaxy E5,  Samsung Galaxy E5,  NA
Samsung Galaxy Mega 6.3,  Samsung Galaxy Mega 6.3 I9200,  NA
Samsung Galaxy Note 3,  Samsung Galaxy Note 3 Neo,  NA
Samsung Galaxy Young,  Samsung Galaxy Young S6310,  NA
Samsung Galaxy J7 Nxt,  Samsung Galaxy J7 Nxt,  NA
Samsung Galaxy R,  Samsung Galaxy Round G910S,  NA
Samsung Galaxy Ace 4 LTE,  Samsung Galaxy Ace 4 LTE G313,  NA
Samsung Galaxy S6 Edge Plus,  Samsung Galaxy S6 Edge Plus,  NA
Samsung Galaxy Ace 3,  Samsung Galaxy Ace 3,  NA
Samsung Galaxy Note II,  Samsung Galaxy Note II CDMA,  NA
Samsung Galaxy A8 2018,  Samsung Galaxy A8 2018,  NA
Samsung Galaxy Core,  Samsung Galaxy Core I8260,  NA
Samsung Galaxy Avant,  Samsung Galaxy Avant,  NA
Samsung Galaxy S III,  Samsung Galaxy S III CDMA,  NA
Samsung Galaxy S4 Active,  Samsung Galaxy S4 Active LTE-A,  NA
Samsung Galaxy S7 Active,  Samsung Galaxy S7 active,  NA
Samsung Galaxy Tab S 8.4,  Samsung Galaxy Tab S 8.4 LTE,  NA
Samsung Galaxy Core II,  Samsung Galaxy Core II,  NA
Samsung Galaxy K Zoom,  Samsung Galaxy K zoom,  NA
Samsung Galaxy S III T999,  Samsung Galaxy S III T999,  NA
Samsung Galaxy S5 Neo,  Samsung Galaxy S5 Neo,  NA
Samsung Galaxy S II,  Samsung Galaxy S II 4G I9100M,  NA
Samsung Galaxy S Duos 2,  Samsung Galaxy S Duos 2 S7582,  NA
Samsung Galaxy S4 Mini,  Samsung Galaxy S4 mini I9195I,  NA
Samsung Galaxy Ace 2,  Samsung Galaxy Ace 2 I8160,  NA
Samsung Galaxy Note 8.0,  Samsung Galaxy Note 8.0 Wi-Fi,  NA
Samsung Galaxy Ace NXT,  Samsung Galaxy Ace NXT,  NA
Samsung Galaxy Grand 2,  Samsung Galaxy Grand 2,  NA
Samsung Galaxy J1,  Samsung Galaxy J1 Nxt,  NA
Samsung Galaxy Express 2,  Samsung Galaxy Express 2,  NA
Samsung Galaxy Note FE,  Samsung Galaxy Note FE,  NA
Samsung Galaxy S Duos 3,  Samsung Galaxy S Duos 3,  NA
Realme X2 Pro,  Realme X2 Pro,  NA
Motorola Droid RAZR M,  Motorola Droid Razr Maxx,  NA
Motorola Droid 4,  Motorola Droid 4,  NA
Motorola Droid Razr HD,  Motorola Droid Razr HD,  NA
Lenovo ZUK Edge,  Lenovo Zuk Edge,  NA
Lenovo Vibe X3,  Lenovo Vibe X3 c78,  NA
Lenovo LePhone,  Lenovo LePhone S2,  NA
Lenovo A8,  Lenovo A800,  NA
LeEco Le Max 2,  LeEco Le Max 2,  NA
LG Magna,  LG Magna,  NA
LG G3,  LG G3 S,  NA
Huawei G7 Plus,  Huawei G7 Plus,  NA
Huawei nova 3e,  Huawei Nova 3e,  NA
Alcatel 3L,  alcatel 3L,  NA
TCL 10 SE,  TCL 10 SE,  RS
TCL 10 Plus,  TCL 10 Plus,  RS
LG V50 ThinQ 5G,  LG V50 ThinQ 5G,  RS
itel P36 Pro LTE, Not Found, Not Found
itel A35, Not Found, Not Found
itel A56 Pro, Not Found, Not Found
ZTE Tough Max 2 LTE, Not Found, Not Found
ZTE Mono, Not Found, Not Found
ZTE Blade V8 Pro, Not Found, Not Found
ZTE Axon mini, Not Found, Not Found
ZTE Nubia M2 Lite, Not Found, Not Found
ZTE Prestige 2, Not Found, Not Found
ZTE Axon 7 Mini, Not Found, Not Found
ZTE Blade T2 Lite, Not Found, Not Found
ZTE Blade V8, Not Found, Not Found
ZTE Trek 2 HD, Not Found, Not Found
ZTE Atrium, Not Found, Not Found
ZTE Avid Plus, Not Found, Not Found
ZTE Olympia, Not Found, Not Found
ZTE ZMax Pro, Not Found, Not Found
ZTE Z17 Mini, Not Found, Not Found
ZTE Grand X 4, Not Found, Not Found
ZTE Axon 7, Not Found, Not Found
ZTE Zmax Champ, Not Found, Not Found
ZTE Zmax 2, Not Found, Not Found
ZTE Grand X 3, Not Found, Not Found
ZTE Grand X Max 2, Not Found, Not Found
ZTE MONO MO-01J, Not Found, Not Found
ZTE Blade Vantage, Not Found, Not Found
ZTE Blade V8 Mini, Not Found, Not Found
ZTE Dave, Not Found, Not Found
ZTE Overture 3, Not Found, Not Found
ZTE Blade V Smart, Not Found, Not Found
ZTE Blate V7 Lite, Not Found, Not Found
ZTE V7 Max, Not Found, Not Found
ZTE Nubia N2, Not Found, Not Found
Yota Devices YotaPhone 2, Not Found, Not Found
Xiaomi Redmi Note 4G, Not Found, Not Found
Xiaomi Black Shark 3 Pro 5G, Not Found, Not Found
Xiaomi Mi 10 Lite 5G, Not Found, Not Found
Xiaomi Black Shark 2 Pro, Not Found, Not Found
Wiko View4, Not Found, Not Found
Wiko View3, Not Found, Not Found
Wiko Y60, Not Found, Not Found
Wiko View 3 Lite, Not Found, Not Found
Wiko Life, Not Found, Not Found
Wiko Sunny2 Plus, Not Found, Not Found
Wiko Lenny 5, Not Found, Not Found
Wiko Lenny 3, Not Found, Not Found
Wiko View Max, Not Found, Not Found
Wiko View3 Lite, Not Found, Not Found
Wiko View2 Pro, Not Found, Not Found
Wiko Fever 4G, Not Found, Not Found
Wiko Y61, Not Found, Not Found
Wiko Y80, Not Found, Not Found
Vodafone Smart Speed 6, Not Found, Not Found
Vivo S7e 5G, Not Found, Not Found
Vivo Y85, Not Found, Not Found
Vivo Y73, Not Found, Not Found
Vivo Y91I, Not Found, Not Found
Vivo Xshot Ultimate, Not Found, Not Found
Vivo iQOO U3, Not Found, Not Found
Vivo NEX 3 5G, Not Found, Not Found
Vivo V5 Lite, Not Found, Not Found
Vivo Y97, Not Found, Not Found
Vivo V5 Plus, Not Found, Not Found
Vivo V9 Pro, Not Found, Not Found
"Vivo ""Y51 (2020", Not Found, Not Found
